fips,state,county,votes_dem,votes_gop,total_votes,per_dem,per_gop,per_point_diff
29163,Missouri,Pike County,1717,5863,7695,0.223131904,0.761923327,0.538791423
29165,Missouri,Platte County,27179,28917,57270,0.474576567,0.504924044,0.030347477
29167,Missouri,Polk County,2885,11850,15064,0.191516198,0.786643654,0.595127456
29169,Missouri,Pulaski County,3740,10329,14414,0.25946996,0.716594977,0.457125017
29171,Missouri,Putnam County,361,1984,2361,0.152901313,0.840321898,0.687420584
29173,Missouri,Ralls County,1205,4396,5662,0.212822324,0.776404097,0.563581773
29175,Missouri,Randolph County,2485,8018,10744,0.231291884,0.746276992,0.514985108
29177,Missouri,Ray County,3109,8345,11649,0.266889862,0.716370504,0.449480642
29179,Missouri,Reynolds County,529,2733,3298,0.160400243,0.828684051,0.668283808
29181,Missouri,Ripley County,833,4839,5717,0.14570579,0.846422949,0.700717159
29183,Missouri,St. Charles County,89530,128389,222017,0.403257408,0.578284546,0.175027138
29185,Missouri,St. Clair County,988,3932,4974,0.198632891,0.790510655,0.591877764
29186,Missouri,Ste. Genevieve County,2713,6630,9484,0.286060734,0.699072121,0.413011388
29187,Missouri,St. Francois County,7044,20511,28001,0.251562444,0.732509553,0.480947109
29189,Missouri,St. Louis County,328151,199493,536446,0.611713015,0.371878996,-0.239834019
29195,Missouri,Saline County,2904,6451,9519,0.305074062,0.677697237,0.372623175
29197,Missouri,Schuyler County,373,1606,2003,0.186220669,0.801797304,0.615576635
29199,Missouri,Scotland County,388,1560,1984,0.195564516,0.786290323,0.590725806
29201,Missouri,Scott County,3753,13769,17719,0.211806535,0.777075456,0.56526892
29203,Missouri,Shannon County,706,3165,3906,0.180747568,0.810291859,0.629544291
29205,Missouri,Shelby County,592,2700,3350,0.176716418,0.805970149,0.629253731
29207,Missouri,Stoddard County,1819,11484,13426,0.13548339,0.855355281,0.71987189
29209,Missouri,Stone County,3506,14800,18483,0.189687821,0.800735811,0.61104799
29211,Missouri,Sullivan County,478,1974,2471,0.19344395,0.798866856,0.605422906
29213,Missouri,Taney County,5339,20508,26288,0.20309647,0.780127815,0.577031345
29215,Missouri,Texas County,1716,9478,11315,0.151657092,0.837649138,0.685992046
29217,Missouri,Vernon County,1903,7155,9185,0.207185629,0.77898748,0.571801851
29219,Missouri,Warren County,4769,13222,18375,0.259537415,0.719564626,0.460027211
29221,Missouri,Washington County,1804,8047,9976,0.180834002,0.806635926,0.625801925
29223,Missouri,Wayne County,845,4987,5878,0.14375638,0.848417829,0.704661449
29225,Missouri,Webster County,3573,14880,18779,0.190265722,0.792374461,0.602108738
29227,Missouri,Worth County,215,877,1107,0.194218609,0.792231256,0.598012647
29229,Missouri,Wright County,1168,7453,8739,0.133653736,0.852843575,0.719189839
29510,Missouri,St. Louis city,110089,21474,133867,0.82237594,0.160412947,-0.661962993
30001,Montana,Beaverhead County,1608,3923,5661,0.284048755,0.692987105,0.40893835
30003,Montana,Big Horn County,2491,2207,4784,0.52069398,0.461329431,-0.059364548
30005,Montana,Blaine County,1589,1469,3117,0.50978505,0.471286493,-0.038498556
30007,Montana,Broadwater County,835,3173,4097,0.203807664,0.774469124,0.57066146
30009,Montana,Carbon County,2421,4468,7101,0.340937896,0.629207154,0.288269258
30011,Montana,Carter County,74,775,864,0.085648148,0.896990741,0.811342593
30013,Montana,Cascade County,15456,23315,39885,0.387514103,0.584555597,0.197041494
30015,Montana,Chouteau County,991,1891,2974,0.333221251,0.635843981,0.30262273
30017,Montana,Custer County,1514,4205,5883,0.257351691,0.714771375,0.457419684
30019,Montana,Daniels County,195,799,1014,0.192307692,0.787968442,0.59566075
30021,Montana,Dawson County,962,3758,4837,0.198883606,0.776927848,0.578044242
30023,Montana,Deer Lodge County,2562,2186,4891,0.52381926,0.446943365,-0.076875895
30025,Montana,Fallon County,172,1375,1575,0.109206349,0.873015873,0.763809524
30027,Montana,Fergus County,1496,4869,6531,0.229061399,0.74552136,0.51645996
30029,Montana,Flathead County,20274,38321,60258,0.336453251,0.635948754,0.299495503
30031,Montana,Gallatin County,37044,31696,71507,0.518047184,0.443257303,-0.074789881
30033,Montana,Garfield County,41,764,813,0.050430504,0.939729397,0.889298893
30035,Montana,Glacier County,3610,1884,5639,0.64018443,0.334101791,-0.306082639
30037,Montana,Golden Valley County,78,414,503,0.155069583,0.82306163,0.667992048
30039,Montana,Granite County,638,1419,2102,0.303520457,0.675071361,0.371550904
30041,Montana,Hill County,2981,3957,7182,0.415065441,0.550960735,0.135895294
30043,Montana,Jefferson County,2625,5345,8191,0.320473691,0.652545477,0.332071786
30045,Montana,Judith Basin County,275,1040,1344,0.204613095,0.773809524,0.569196429
30047,Montana,Lake County,6916,9322,16626,0.415974979,0.560688079,0.1447131
30049,Montana,Lewis and Clark County,19743,21409,42485,0.46470519,0.50391903,0.03921384
30051,Montana,Liberty County,249,821,1083,0.229916898,0.758079409,0.528162512
30053,Montana,Lincoln County,2835,8672,11747,0.241338214,0.738231038,0.496892824
30055,Montana,McCone County,155,956,1128,0.137411348,0.84751773,0.710106383
30057,Montana,Madison County,1771,4191,6113,0.289710453,0.685588091,0.395877638
30059,Montana,Meagher County,258,833,1110,0.232432432,0.75045045,0.518018018
30061,Montana,Mineral County,686,1828,2563,0.267655092,0.713226687,0.445571596
30063,Montana,Missoula County,43357,26347,71986,0.602297669,0.366001723,-0.236295946
30065,Montana,Musselshell County,413,2423,2881,0.143353002,0.841027421,0.697674419
30067,Montana,Park County,5280,6025,11618,0.454467206,0.51859184,0.064124634
30069,Montana,Petroleum County,39,298,351,0.111111111,0.849002849,0.737891738
30071,Montana,Phillips County,416,1936,2386,0.174350377,0.811399832,0.637049455
30073,Montana,Pondera County,903,2031,2995,0.301502504,0.678130217,0.376627713
30075,Montana,Powder River County,154,970,1136,0.13556338,0.853873239,0.718309859
30077,Montana,Powell County,752,2355,3195,0.235367762,0.737089202,0.50172144
30079,Montana,Prairie County,126,603,744,0.169354839,0.810483871,0.641129032
30081,Montana,Ravalli County,8763,19114,28507,0.307398183,0.670501982,0.363103799
30083,Montana,Richland County,875,4800,5798,0.150914108,0.82787168,0.676957572
30085,Montana,Roosevelt County,1910,1996,4028,0.474180735,0.495531281,0.021350546
30087,Montana,Rosebud County,1199,2486,3784,0.316860465,0.656976744,0.340116279
30089,Montana,Sanders County,1820,5660,7652,0.237846315,0.739675902,0.501829587
30091,Montana,Sheridan County,574,1403,2030,0.282758621,0.691133005,0.408374384
30093,Montana,Silver Bow County,10392,7745,18827,0.55197323,0.411377277,-0.140595953
30095,Montana,Stillwater County,1156,4462,5741,0.201358648,0.777216513,0.575857864
30097,Montana,Sweet Grass County,549,1840,2446,0.224448078,0.752248569,0.527800491
30099,Montana,Teton County,1007,2608,3695,0.272530447,0.705818674,0.433288227
30101,Montana,Toole County,467,1596,2123,0.219971738,0.751766368,0.53179463
30103,Montana,Treasure County,78,373,460,0.169565217,0.810869565,0.641304348
30105,Montana,Valley County,1030,3135,4272,0.241104869,0.733848315,0.492743446
30107,Montana,Wheatland County,225,823,1068,0.210674157,0.770599251,0.559925094
30109,Montana,Wibaux County,77,516,598,0.128762542,0.862876254,0.734113712
30111,Montana,Yellowstone County,30679,50772,83821,0.366006132,0.60571933,0.239713198
31001,Nebraska,Adams County,4213,10085,14653,0.287517914,0.688254965,0.40073705
31003,Nebraska,Antelope County,452,3093,3583,0.12615127,0.863243092,0.737091822
31005,Nebraska,Arthur County,21,260,285,0.073684211,0.912280702,0.838596491
31007,Nebraska,Banner County,43,362,411,0.104622871,0.880778589,0.776155718
31009,Nebraska,Blaine County,35,280,317,0.110410095,0.883280757,0.772870662
31011,Nebraska,Boone County,499,2653,3226,0.154680719,0.822380657,0.667699938
31013,Nebraska,Box Butte County,1051,4002,5200,0.202115385,0.769615385,0.5675
31015,Nebraska,Boyd County,135,1010,1155,0.116883117,0.874458874,0.757575758
31017,Nebraska,Brown County,191,1470,1684,0.113420428,0.872921615,0.759501188
31019,Nebraska,Buffalo County,6350,16640,23711,0.26780819,0.701783982,0.433975792
31021,Nebraska,Burt County,1063,2580,3739,0.284300615,0.690024071,0.405723455
31023,Nebraska,Butler County,873,3542,4518,0.193227092,0.78397521,0.590748119
31025,Nebraska,Cass County,4737,10121,15326,0.309082605,0.660381052,0.351298447
31027,Nebraska,Cedar County,725,4174,5015,0.144566301,0.832303091,0.68773679
31029,Nebraska,Chase County,226,1740,2000,0.113,0.87,0.757
31031,Nebraska,Cherry County,373,2844,3269,0.114102172,0.869990823,0.755888651
31033,Nebraska,Cheyenne County,855,3813,4776,0.179020101,0.798366834,0.619346734
31035,Nebraska,Clay County,632,2848,3570,0.177030812,0.797759104,0.620728291
31037,Nebraska,Colfax County,1025,2636,3726,0.275093935,0.707461084,0.43236715
31039,Nebraska,Cuming County,870,3507,4459,0.195111011,0.786499215,0.591388204
31041,Nebraska,Custer County,786,5090,6010,0.13078203,0.846921797,0.716139767
31043,Nebraska,Dakota County,2744,3926,6817,0.402523104,0.575913158,0.173390054
31045,Nebraska,Dawes County,1082,2931,4151,0.260660082,0.706094917,0.445434835
31047,Nebraska,Dawson County,2497,6524,9191,0.271678816,0.709824829,0.438146012
31049,Nebraska,Deuel County,141,871,1034,0.136363636,0.842359768,0.705996132
31051,Nebraska,Dixon County,651,2335,3094,0.21040724,0.75468649,0.54427925
31053,Nebraska,Dodge County,5544,10984,16938,0.327311371,0.648482702,0.321171331
31055,Nebraska,Douglas County,150350,119159,276540,0.54368265,0.430892457,-0.112790193
31057,Nebraska,Dundy County,105,883,1003,0.104685942,0.880358923,0.775672981
31059,Nebraska,Fillmore County,693,2359,3148,0.220139771,0.749364676,0.529224905
31061,Nebraska,Franklin County,276,1437,1728,0.159722222,0.831597222,0.671875
31063,Nebraska,Frontier County,189,1229,1446,0.130705394,0.849930844,0.71922545
31065,Nebraska,Furnas County,399,2163,2602,0.153343582,0.831283628,0.677940046
31067,Nebraska,Gage County,3385,7445,11119,0.304433852,0.669574602,0.36514075
31069,Nebraska,Garden County,161,1016,1200,0.134166667,0.846666667,0.7125
31071,Nebraska,Garfield County,133,933,1076,0.123605948,0.867100372,0.743494424
31073,Nebraska,Gosper County,215,893,1121,0.191793042,0.796610169,0.604817128
31075,Nebraska,Grant County,20,375,402,0.049751244,0.932835821,0.883084577
31077,Nebraska,Greeley County,229,1016,1259,0.181890389,0.806989674,0.625099285
31079,Nebraska,Hall County,7681,16189,24450,0.314151329,0.662126789,0.34797546
31081,Nebraska,Hamilton County,1118,4309,5566,0.200862379,0.774164571,0.573302192
31083,Nebraska,Harlan County,282,1615,1934,0.145811789,0.835056877,0.689245088
31085,Nebraska,Hayes County,34,494,536,0.063432836,0.921641791,0.858208955
31087,Nebraska,Hitchcock County,175,1264,1470,0.119047619,0.859863946,0.740816327
31089,Nebraska,Holt County,686,4769,5550,0.123603604,0.859279279,0.735675676
31091,Nebraska,Hooker County,59,376,442,0.133484163,0.850678733,0.71719457
31093,Nebraska,Howard County,648,2786,3511,0.184562803,0.793506124,0.608943321
31095,Nebraska,Jefferson County,1016,2616,3730,0.272386059,0.701340483,0.428954424
31097,Nebraska,Johnson County,647,1518,2233,0.289744738,0.679802956,0.390058218
31099,Nebraska,Kearney County,701,2822,3617,0.193807022,0.780204589,0.586397567
31101,Nebraska,Keith County,763,3544,4369,0.174639506,0.811169604,0.636530098
31103,Nebraska,Keya Paha County,49,476,530,0.09245283,0.898113208,0.805660377
31105,Nebraska,Kimball County,268,1563,1877,0.142781034,0.832711774,0.689930741
31107,Nebraska,Knox County,905,3721,4708,0.192225998,0.790356839,0.598130841
31109,Nebraska,Lancaster County,82293,70092,157215,0.52344242,0.445835321,-0.077607099
31111,Nebraska,Lincoln County,3692,13071,17163,0.215113908,0.761580143,0.546466236
31113,Nebraska,Logan County,38,407,450,0.084444444,0.904444444,0.82
31115,Nebraska,Loup County,75,370,454,0.165198238,0.814977974,0.649779736
31117,Nebraska,McPherson County,17,275,302,0.056291391,0.910596026,0.854304636
31119,Nebraska,Madison County,3478,11940,15819,0.219862191,0.754788545,0.534926354
31121,Nebraska,Merrick County,743,3419,4282,0.173517048,0.798458664,0.624941616
31123,Nebraska,Morrill County,386,2113,2558,0.15089914,0.826035966,0.675136826
31125,Nebraska,Nance County,359,1437,1832,0.195960699,0.784388646,0.588427948
31127,Nebraska,Nemaha County,921,2428,3432,0.268356643,0.707459207,0.439102564
31129,Nebraska,Nuckolls County,409,1857,2305,0.177440347,0.805639913,0.628199566
31131,Nebraska,Otoe County,2490,5649,8355,0.298025135,0.676122083,0.378096948
31133,Nebraska,Pawnee County,322,1071,1429,0.2253324,0.749475157,0.524142757
31135,Nebraska,Perkins County,199,1321,1545,0.128802589,0.855016181,0.726213592
31137,Nebraska,Phelps County,752,4157,5021,0.149770962,0.827922725,0.678151763
31139,Nebraska,Pierce County,480,3462,4012,0.119641077,0.862911266,0.743270189
31141,Nebraska,Platte County,3260,12186,15721,0.207365944,0.77514153,0.567775587
31143,Nebraska,Polk County,530,2291,2887,0.183581573,0.793557326,0.609975753
31145,Nebraska,Red Willow County,811,4525,5470,0.148263254,0.827239488,0.678976234
31147,Nebraska,Richardson County,996,3073,4134,0.240928882,0.743347847,0.502418965
31149,Nebraska,Rock County,84,744,842,0.09976247,0.883610451,0.783847981
31151,Nebraska,Saline County,1986,3631,5780,0.343598616,0.628200692,0.284602076
31153,Nebraska,Sarpy County,41206,51979,96193,0.428367969,0.540361565,0.111993596
31155,Nebraska,Saunders County,3331,9108,12786,0.260519318,0.712341624,0.451822306
31157,Nebraska,Scotts Bluff County,4196,10952,15524,0.270291162,0.705488276,0.435197114
31159,Nebraska,Seward County,2438,6490,9199,0.265028807,0.705511469,0.440482661
31161,Nebraska,Sheridan County,340,2292,2684,0.126676602,0.853949329,0.727272727
31163,Nebraska,Sherman County,343,1322,1700,0.201764706,0.777647059,0.575882353
31165,Nebraska,Sioux County,72,642,731,0.098495212,0.878248974,0.779753762
31167,Nebraska,Stanton County,532,2561,3165,0.168088468,0.809162717,0.64107425
31169,Nebraska,Thayer County,624,2308,2989,0.208765473,0.772164604,0.56339913
31171,Nebraska,Thomas County,45,377,427,0.105386417,0.882903981,0.777517564
31173,Nebraska,Thurston County,1122,1180,2379,0.471626734,0.496006726,0.024379992
31175,Nebraska,Valley County,412,1901,2344,0.175767918,0.811006826,0.635238908
31177,Nebraska,Washington County,3554,8583,12467,0.285072592,0.688457528,0.403384936
31179,Nebraska,Wayne County,1022,3055,4218,0.242294927,0.724276908,0.481981982
31181,Nebraska,Webster County,335,1511,1876,0.178571429,0.8054371,0.626865672
31183,Nebraska,Wheeler County,59,438,503,0.117296223,0.870775348,0.753479125
31185,Nebraska,York County,1630,5337,7161,0.227621841,0.745286971,0.517665131
32001,Nevada,Churchill County,3051,9372,12890,0.236695112,0.727075252,0.49038014
32003,Nevada,Clark County,521852,430930,972510,0.536603223,0.443111125,-0.093492098
32005,Nevada,Douglas County,11571,21630,34125,0.339076923,0.633846154,0.294769231
32007,Nevada,Elko County,4557,16741,21967,0.207447535,0.762097692,0.554650157
32009,Nevada,Esmeralda County,74,400,487,0.151950719,0.821355236,0.669404517
32011,Nevada,Eureka County,105,895,1017,0.103244838,0.880039331,0.776794494
32013,Nevada,Humboldt County,1689,5877,7771,0.217346545,0.756273324,0.538926779
32015,Nevada,Lander County,496,2198,2765,0.179385172,0.794936709,0.615551537
32017,Nevada,Lincoln County,330,2067,2446,0.134914146,0.845053148,0.710139002
32019,Nevada,Lyon County,8473,20914,30238,0.280210331,0.691646273,0.411435942
32021,Nevada,Mineral County,829,1423,2335,0.35503212,0.609421842,0.254389722
32023,Nevada,Nye County,7288,17528,25378,0.287177871,0.690676964,0.403499094
32027,Nevada,Pershing County,547,1731,2320,0.235775862,0.74612069,0.510344828
32029,Nevada,Storey County,902,1908,2877,0.313521029,0.663190824,0.349669795
32031,Nevada,Washoe County,128128,116760,252142,0.508158101,0.463072396,-0.045085706
32033,Nevada,White Pine County,859,3403,4369,0.196612497,0.778896773,0.582284276
32510,Nevada,Carson City,12735,16113,29739,0.428225562,0.54181378,0.113588217
33001,New Hampshire,Belknap County,16894,20899,38453,0.439341534,0.543494656,0.104153122
33003,New Hampshire,Carroll County,16649,16150,33272,0.500390719,0.485393123,-0.014997596
33005,New Hampshire,Cheshire County,25506,17892,44206,0.5769805,0.404741438,-0.172239063
33007,New Hampshire,Coos County,7640,8617,16528,0.462245886,0.521357696,0.05911181
33009,New Hampshire,Grafton County,33180,19905,53989,0.614569635,0.368686214,-0.245883421
33011,New Hampshire,Hillsborough County,122344,104625,231040,0.529536011,0.452843663,-0.076692348
33013,New Hampshire,Merrimack County,48533,39711,89887,0.539933472,0.441788023,-0.098145449
33015,New Hampshire,Rockingham County,100064,95858,198943,0.50297824,0.481836506,-0.021141734
33017,New Hampshire,Strafford County,41721,30489,73729,0.565869604,0.41352792,-0.152341684
33019,New Hampshire,Sullivan County,12390,11508,24383,0.508140918,0.471968175,-0.036172743
34001,New Jersey,Atlantic County,73808,64438,140441,0.525544535,0.458826126,-0.066718408
34003,New Jersey,Bergen County,285967,204417,497460,0.57485426,0.410921481,-0.163932779
34005,New Jersey,Burlington County,154595,103345,262650,0.588596992,0.393470398,-0.195126594
34007,New Jersey,Camden County,175065,86207,265599,0.659132753,0.32457577,-0.334556983
34009,New Jersey,Cape May County,23941,33158,57933,0.413253241,0.572350819,0.159097578
34011,New Jersey,Cumberland County,32742,28952,62575,0.523244107,0.462676788,-0.060567319
34013,New Jersey,Essex County,266820,75475,345311,0.772694759,0.218571085,-0.554123674
34015,New Jersey,Gloucester County,86702,83340,173453,0.499858751,0.480475979,-0.019382772
34017,New Jersey,Hudson County,181452,65698,250458,0.724480751,0.262311445,-0.462169306
34019,New Jersey,Hunterdon County,39457,43153,84673,0.465992701,0.509642979,0.043650278
34021,New Jersey,Mercer County,122532,51641,177223,0.6914001,0.291389944,-0.400010157
34023,New Jersey,Middlesex County,226250,143467,375692,0.602222033,0.381873982,-0.220348051
34025,New Jersey,Monmouth County,181291,191808,378390,0.479111499,0.506905574,0.027794075
34027,New Jersey,Morris County,153881,141134,300917,0.511373568,0.46901305,-0.042360518
34029,New Jersey,Ocean County,119456,217740,342746,0.348526314,0.635280937,0.286754623
34031,New Jersey,Passaic County,129097,92009,224330,0.57547809,0.410150225,-0.165327865
34033,New Jersey,Salem County,14479,18827,34042,0.425327537,0.553052112,0.127724576
34035,New Jersey,Somerset County,111173,71996,186891,0.594854755,0.385229893,-0.209624862
34037,New Jersey,Sussex County,34481,51698,88352,0.390268472,0.585136726,0.194868254
34039,New Jersey,Union County,170245,80002,254041,0.670147732,0.314917671,-0.355230061
34041,New Jersey,Warren County,24901,34769,61057,0.407832026,0.569451496,0.16161947
35001,New Mexico,Bernalillo County,193757,116135,317590,0.61008533,0.365675871,-0.244409459
35003,New Mexico,Catron County,595,1698,2326,0.255803955,0.730008598,0.474204643
35005,New Mexico,Chaves County,6381,15656,22443,0.284320278,0.697589449,0.413269171
35006,New Mexico,Cibola County,4745,3975,8903,0.532966416,0.446478715,-0.086487701
35007,New Mexico,Colfax County,2611,3271,6016,0.434009309,0.543716755,0.109707447
35009,New Mexico,Curry County,4307,10444,15101,0.2852129,0.691609827,0.406396927
35011,New Mexico,De Baca County,231,656,901,0.256381798,0.728079911,0.471698113
35013,New Mexico,Doña Ana County,47957,32802,82641,0.580305175,0.396921625,-0.183383551
35015,New Mexico,Eddy County,5424,17454,23222,0.233571613,0.751614848,0.518043235
35017,New Mexico,Grant County,7590,6553,14435,0.525805334,0.453966055,-0.07183928
35019,New Mexico,Guadalupe County,1234,917,2189,0.56372773,0.418912746,-0.144814984
35021,New Mexico,Harding County,179,319,505,0.354455446,0.631683168,0.277227723
35023,New Mexico,Hidalgo County,823,1120,1974,0.416919959,0.567375887,0.150455927
35025,New Mexico,Lea County,4061,16531,20918,0.194139019,0.790276317,0.596137298
35027,New Mexico,Lincoln County,3194,6942,10306,0.309916553,0.673588201,0.363671648
35028,New Mexico,Los Alamos County,7554,4278,12293,0.614496055,0.348002928,-0.266493126
35029,New Mexico,Luna County,3563,4408,8103,0.439713686,0.543996051,0.104282365
35031,New Mexico,McKinley County,18029,7801,26486,0.680699237,0.294532961,-0.386166277
35033,New Mexico,Mora County,1745,903,2686,0.649664929,0.33618764,-0.31347729
35035,New Mexico,Otero County,8485,14521,23571,0.359976242,0.616053625,0.256077383
35037,New Mexico,Quay County,1170,2634,3873,0.302091402,0.680092951,0.378001549
35039,New Mexico,Rio Arriba County,10990,5408,16628,0.660933365,0.325234544,-0.335698821
35041,New Mexico,Roosevelt County,1802,4634,6608,0.272699758,0.701271186,0.428571429
35043,New Mexico,Sandoval County,40588,34174,76562,0.530132442,0.446357201,-0.083775241
35045,New Mexico,San Juan County,18083,32874,52294,0.345794929,0.628638085,0.282843156
35047,New Mexico,San Miguel County,7888,3421,11531,0.684069031,0.296678519,-0.387390513
35049,New Mexico,Santa Fe County,62530,18329,82227,0.760455811,0.222907318,-0.537548494
35051,New Mexico,Sierra County,2265,3542,5945,0.380992431,0.595794786,0.214802355
35053,New Mexico,Socorro County,3722,3255,7160,0.519832402,0.454608939,-0.065223464
35055,New Mexico,Taos County,13121,3715,17181,0.763692451,0.216227228,-0.547465223
35057,New Mexico,Torrance County,2344,4772,7281,0.3219338,0.655404477,0.333470677
35059,New Mexico,Union County,383,1388,1789,0.214086082,0.775852432,0.56176635
35061,New Mexico,Valencia County,14263,17364,32277,0.441893608,0.537968213,0.096074604
36001,New York,Albany County,99474,51081,154101,0.64551171,0.331477408,-0.314034302
36003,New York,Allegany County,6048,14135,20782,0.291021076,0.680155904,0.389134828
36005,New York,Bronx County,355374,67740,425715,0.83476974,0.159120538,-0.675649202
36007,New York,Broome County,47010,43800,92794,0.506606031,0.472013277,-0.034592754
36009,New York,Cattaraugus County,11879,22155,34845,0.340909743,0.635815755,0.294906012
36011,New York,Cayuga County,16149,19512,36421,0.44339804,0.535734878,0.092336839
36013,New York,Chautauqua County,23087,34853,59304,0.389299204,0.587700661,0.198401457
36015,New York,Chemung County,16636,21922,39410,0.422126364,0.556254758,0.134128394
36017,New York,Chenango County,8290,13482,22282,0.372049188,0.605062382,0.233013195
36019,New York,Clinton County,18364,16514,35437,0.518215425,0.466010102,-0.052205322
36021,New York,Columbia County,20386,14464,35522,0.573897866,0.40718428,-0.166713586
36023,New York,Cortland County,10369,10789,21678,0.478319033,0.497693514,0.019374481
36025,New York,Delaware County,9143,13387,23025,0.397090119,0.581411509,0.18432139
36027,New York,Dutchess County,81443,66872,151122,0.538922195,0.442503408,-0.096418787
36029,New York,Erie County,267174,197527,473021,0.564824818,0.417586111,-0.147238706
36031,New York,Essex County,9947,8976,19259,0.516485799,0.466067812,-0.050417986
36033,New York,Franklin County,9253,9668,19268,0.480226282,0.501764584,0.021538302
36035,New York,Fulton County,7931,15378,23744,0.334021226,0.647658356,0.313637129
36037,New York,Genesee County,9625,18876,29217,0.329431495,0.646062224,0.316630729
36039,New York,Greene County,10346,14271,25194,0.41065333,0.566444392,0.155791061
36041,New York,Hamilton County,1178,2225,3460,0.340462428,0.643063584,0.302601156
36043,New York,Herkimer County,9937,18870,29319,0.338926976,0.643609946,0.30468297
36045,New York,Jefferson County,17307,25629,43848,0.394704433,0.584496442,0.189792009
36047,New York,Kings County,703310,202772,913246,0.770121085,0.22203437,-0.548086715
36049,New York,Lewis County,3824,8894,12944,0.295426452,0.687113721,0.391687268
36051,New York,Livingston County,12477,18182,31401,0.397344034,0.579026146,0.181682112
36053,New York,Madison County,14807,18408,34038,0.435013808,0.540807333,0.105793525
36055,New York,Monroe County,225746,145661,380983,0.592535625,0.382329395,-0.21020623
36057,New York,Montgomery County,7977,12745,21134,0.377448661,0.603056686,0.225608025
36059,New York,Nassau County,396504,326716,732756,0.541113276,0.445872842,-0.095240435
36061,New York,New York County,603040,85185,694904,0.867803322,0.122585278,-0.745218045
36063,New York,Niagara County,46029,56068,104080,0.442246349,0.538700999,0.09645465
36065,New York,Oneida County,41567,57180,100746,0.412592063,0.567565958,0.154973895
36067,New York,Onondaga County,138894,90619,234735,0.59170554,0.386048097,-0.205657444
36069,New York,Ontario County,29025,29039,59674,0.486392734,0.486627342,0.000234608
36071,New York,Orange County,84684,84996,172099,0.492065613,0.493878523,0.00181291
36073,New York,Orleans County,5587,12126,18154,0.307755866,0.667951967,0.3601961
36075,New York,Oswego County,21143,32138,54491,0.388009029,0.589785469,0.20177644
36077,New York,Otsego County,12975,14382,28008,0.463260497,0.513496144,0.050235647
36079,New York,Putnam County,24953,29283,54989,0.453781665,0.532524687,0.078743021
36081,New York,Queens County,569038,212665,787860,0.722257762,0.269927398,-0.452330363
36083,New York,Rensselaer County,40969,36500,79409,0.515923888,0.459645632,-0.056278256
36085,New York,Richmond County,90997,123320,216153,0.42098421,0.570521806,0.149537596
36087,New York,Rockland County,75802,73186,150369,0.504106565,0.486709362,-0.017397203
36089,New York,St. Lawrence County,19361,24608,44907,0.431135458,0.54797693,0.116841472
36091,New York,Saratoga County,68471,61305,132655,0.516158456,0.46213863,-0.054019826
36093,New York,Schenectady County,42465,30741,74826,0.567516639,0.410833133,-0.156683506
36095,New York,Schoharie County,5345,9903,15710,0.340229153,0.630362826,0.290133673
36097,New York,Schuyler County,3903,5621,9766,0.399651853,0.575568298,0.175916445
36099,New York,Seneca County,6914,8329,15630,0.442354447,0.532885477,0.09053103
36101,New York,Steuben County,15790,29474,46178,0.341937719,0.638269306,0.296331586
36103,New York,Suffolk County,381021,381253,771541,0.493844138,0.494144835,0.000300697
36105,New York,Sullivan County,15489,18665,34647,0.447051693,0.538719081,0.091667388
36107,New York,Tioga County,9634,14791,25044,0.384682958,0.590600543,0.205917585
36109,New York,Tompkins County,33619,11096,45735,0.735082541,0.242615065,-0.492467476
36111,New York,Ulster County,57970,37590,97420,0.595052351,0.385855061,-0.20919729
36113,New York,Warren County,17642,17699,36131,0.488278763,0.489856356,0.001577593
36115,New York,Washington County,11565,15941,28138,0.411010022,0.566529249,0.155519227
36117,New York,Wayne County,17456,26204,44714,0.390392271,0.586035694,0.195643423
36119,New York,Westchester County,312371,144713,462122,0.675949208,0.313148909,-0.362800299
36121,New York,Wyoming County,5073,13898,19399,0.261508325,0.716428682,0.454920357
36123,New York,Yates County,4219,6208,10701,0.394262218,0.580132698,0.185870479
37001,North Carolina,Alamance County,38825,46056,86091,0.450976293,0.534968812,0.08399252
37003,North Carolina,Alexander County,4145,15888,20236,0.204832971,0.785135402,0.580302431
37005,North Carolina,Alleghany County,1486,4527,6076,0.244568795,0.745062541,0.500493746
37007,North Carolina,Anson County,5789,5321,11194,0.517152046,0.475343934,-0.041808111
37009,North Carolina,Ashe County,4164,11451,15814,0.26331099,0.724105223,0.460794233
37011,North Carolina,Avery County,2191,7172,9458,0.231655741,0.758299852,0.526644111
37013,North Carolina,Beaufort County,9633,16437,26315,0.366064982,0.624624739,0.258559757
37015,North Carolina,Bertie County,5939,3817,9815,0.605094244,0.388894549,-0.216199694
37017,North Carolina,Bladen County,7326,9676,17125,0.42779562,0.565021898,0.137226277
37019,North Carolina,Brunswick County,33310,55850,90175,0.369392847,0.619351261,0.249958414
37021,North Carolina,Buncombe County,96515,62412,161569,0.59736088,0.386286973,-0.211073907
37023,North Carolina,Burke County,13118,31019,44602,0.294112372,0.695462087,0.401349715
37025,North Carolina,Cabarrus County,52162,63237,117227,0.44496575,0.539440573,0.094474822
37027,North Carolina,Caldwell County,10245,32119,42829,0.239207079,0.749935791,0.510728712
37029,North Carolina,Camden County,1537,4312,5953,0.258189148,0.724340669,0.46615152
37031,North Carolina,Carteret County,12093,30028,42695,0.283241597,0.703314205,0.420072608
